delivery id,order id,shop id,delivery reserved days,,order_shipVia
1951,1951,284,3,,bike
1952,1952,141,3,,Van
1953,1953,146,5,,Rickshaw
1954,1954,103,4,,bike
1955,1955,163,5,,Van
1956,1956,7,5,,Rickshaw
1957,1957,214,5,,bike
1958,1958,91,3,,Van
1959,1959,261,4,,Rickshaw
1960,1960,150,3,,bike
1961,1961,194,5,,Van
1962,1962,92,4,,Rickshaw
1963,1963,49,5,,bike
1964,1964,166,4,,Van
1965,1965,163,3,,Rickshaw
1966,1966,65,4,,bike
1967,1967,300,5,,Van
1968,1968,4,4,,Rickshaw
1969,1969,104,3,,bike
1970,1970,76,4,,Van
1971,1971,259,5,,Rickshaw
1972,1972,203,5,,bike
1973,1973,2,4,,Van
1974,1974,112,3,,Rickshaw
1975,1975,110,3,,bike
1976,1976,300,3,,Van
1977,1977,67,4,,Rickshaw
1978,1978,7,3,,bike
1979,1979,195,4,,Van
1980,1980,32,5,,Rickshaw
1981,1981,88,5,,bike
1982,1982,186,3,,Van
1983,1983,214,4,,Rickshaw
1984,1984,42,4,,bike
1985,1985,102,3,,Van
1986,1986,17,4,,Rickshaw
1987,1987,113,5,,bike
1988,1988,26,5,,Van
1989,1989,285,4,,Rickshaw
1990,1990,197,4,,bike
1991,1991,177,3,,Van
1992,1992,34,3,,Rickshaw
1993,1993,100,4,,bike
1994,1994,179,3,,Van
1995,1995,225,5,,Rickshaw
1996,1996,183,3,,bike
1997,1997,6,5,,Van
1998,1998,296,3,,Rickshaw
1999,1999,169,3,,bike
2000,2000,82,3,,Van
2001,2001,112,3,,Rickshaw
2002,2002,190,3,,bike
2003,2003,260,3,,Van
2004,2004,97,5,,Rickshaw
2005,2005,131,5,,bike
2006,2006,129,4,,Van
2007,2007,71,4,,Rickshaw
2008,2008,213,3,,bike
2009,2009,246,4,,Van
2010,2010,177,5,,Rickshaw
2011,2011,205,4,,bike
2012,2012,67,4,,Van
2013,2013,39,5,,Rickshaw
2014,2014,233,5,,bike
2015,2015,128,5,,Van
2016,2016,245,5,,Rickshaw
2017,2017,74,5,,bike
2018,2018,263,4,,Van
2019,2019,253,5,,Rickshaw
2020,2020,130,3,,bike
2021,2021,120,4,,Van
2022,2022,135,5,,Rickshaw
2023,2023,19,4,,bike
2024,2024,256,4,,Van
2025,2025,128,4,,Rickshaw
2026,2026,222,3,,bike
2027,2027,123,5,,Van
2028,2028,65,5,,Rickshaw
2029,2029,38,3,,bike
2030,2030,79,5,,Van
2031,2031,76,5,,Rickshaw
2032,2032,104,5,,bike
2033,2033,241,4,,Van
2034,2034,159,5,,Rickshaw
2035,2035,169,5,,bike
2036,2036,119,3,,Van
2037,2037,262,4,,Rickshaw
2038,2038,225,5,,bike
2039,2039,17,3,,Van
2040,2040,255,3,,Rickshaw
2041,2041,51,3,,bike
2042,2042,257,4,,Van
2043,2043,111,5,,Rickshaw
2044,2044,241,5,,bike
2045,2045,258,3,,Van
2046,2046,257,5,,Rickshaw
2047,2047,248,4,,bike
2048,2048,248,3,,Van
2049,2049,25,3,,Rickshaw
2050,2050,126,5,,bike
2051,2051,68,4,,Van
2052,2052,281,4,,Rickshaw
2053,2053,146,4,,bike
2054,2054,256,5,,Van
2055,2055,288,4,,Rickshaw
2056,2056,150,3,,bike
2057,2057,214,5,,Van
2058,2058,85,4,,Rickshaw
2059,2059,56,3,,bike
2060,2060,298,3,,Van
2061,2061,288,5,,Rickshaw
2062,2062,5,4,,bike
2063,2063,27,3,,Van
2064,2064,258,5,,Rickshaw
2065,2065,128,3,,bike
2066,2066,152,3,,Van
2067,2067,24,4,,Rickshaw
2068,2068,219,3,,bike
2069,2069,118,5,,Van
2070,2070,265,5,,Rickshaw
2071,2071,229,3,,bike
2072,2072,216,4,,Van
2073,2073,274,3,,Rickshaw
2074,2074,113,3,,bike
2075,2075,217,3,,Van
2076,2076,277,5,,Rickshaw
2077,2077,266,4,,bike
2078,2078,289,3,,Van
2079,2079,1,4,,Rickshaw
2080,2080,230,3,,bike
2081,2081,32,5,,Van
2082,2082,114,4,,Rickshaw
2083,2083,298,5,,bike
2084,2084,88,3,,Van
2085,2085,232,3,,Rickshaw
2086,2086,154,3,,bike
2087,2087,114,3,,Van
2088,2088,185,3,,Rickshaw
2089,2089,86,3,,bike
2090,2090,210,3,,Van
2091,2091,236,5,,Rickshaw
2092,2092,292,3,,bike
2093,2093,88,5,,Van
2094,2094,202,4,,Rickshaw
2095,2095,237,3,,bike
2096,2096,246,4,,Van
2097,2097,191,3,,Rickshaw
2098,2098,253,3,,bike
2099,2099,172,4,,Van
2100,2100,93,3,,Rickshaw
2101,2101,291,4,,bike
2102,2102,149,5,,Van
2103,2103,184,3,,Rickshaw
2104,2104,244,3,,bike
2105,2105,164,4,,Van
2106,2106,113,4,,Rickshaw
2107,2107,139,4,,bike
2108,2108,54,5,,Van
2109,2109,229,3,,Rickshaw
2110,2110,204,4,,bike
2111,2111,172,5,,Van
2112,2112,52,4,,Rickshaw
2113,2113,31,4,,bike
2114,2114,130,4,,Van
2115,2115,47,4,,Rickshaw
2116,2116,221,4,,bike
2117,2117,236,5,,Van
2118,2118,228,4,,Rickshaw
2119,2119,138,3,,bike
2120,2120,230,5,,Van
2121,2121,51,5,,Rickshaw
2122,2122,103,4,,bike
2123,2123,102,4,,Van
2124,2124,158,3,,Rickshaw
2125,2125,56,4,,bike
2126,2126,165,4,,Van
2127,2127,247,3,,Rickshaw
2128,2128,1,4,,bike
2129,2129,85,3,,Van
2130,2130,223,5,,Rickshaw
2131,2131,172,4,,bike
2132,2132,87,3,,Van
2133,2133,97,3,,Rickshaw
2134,2134,300,3,,bike
2135,2135,168,4,,Van
2136,2136,87,4,,Rickshaw
2137,2137,230,5,,bike
2138,2138,242,4,,Van
2139,2139,84,4,,Rickshaw
2140,2140,237,4,,bike
2141,2141,126,3,,Van
2142,2142,17,5,,Rickshaw
2143,2143,279,3,,bike
2144,2144,57,5,,Van
2145,2145,27,3,,Rickshaw
2146,2146,234,4,,bike
2147,2147,50,5,,Van
2148,2148,205,5,,Rickshaw
2149,2149,233,4,,bike
2150,2150,287,3,,Van
2151,2151,186,5,,Rickshaw
2152,2152,223,4,,bike
2153,2153,48,5,,Van
2154,2154,21,4,,Rickshaw
2155,2155,184,4,,bike
2156,2156,189,3,,Van
2157,2157,78,3,,Rickshaw
2158,2158,272,4,,bike
2159,2159,23,5,,Van
2160,2160,284,4,,Rickshaw
2161,2161,203,4,,bike
2162,2162,183,4,,Van
2163,2163,100,4,,Rickshaw
2164,2164,87,4,,bike
2165,2165,140,5,,Van
2166,2166,265,3,,Rickshaw
2167,2167,65,5,,bike
2168,2168,271,3,,Van
2169,2169,188,4,,Rickshaw
2170,2170,297,5,,bike
2171,2171,216,5,,Van
2172,2172,298,4,,Rickshaw
2173,2173,156,4,,bike
2174,2174,299,5,,Van
2175,2175,6,3,,Rickshaw
2176,2176,291,4,,bike
2177,2177,262,4,,Van
2178,2178,16,3,,Rickshaw
2179,2179,81,4,,bike
2180,2180,129,4,,Van
2181,2181,147,3,,Rickshaw
2182,2182,58,5,,bike
2183,2183,217,4,,Van
2184,2184,267,3,,Rickshaw
2185,2185,175,5,,bike
2186,2186,56,4,,Van
2187,2187,232,5,,Rickshaw
2188,2188,251,4,,bike
2189,2189,98,3,,Van
2190,2190,70,3,,Rickshaw
2191,2191,65,5,,bike
2192,2192,117,5,,Van
2193,2193,233,4,,Rickshaw
2194,2194,62,3,,bike
2195,2195,236,3,,Van
2196,2196,79,4,,Rickshaw
2197,2197,158,3,,bike
2198,2198,98,3,,Van
2199,2199,102,3,,Rickshaw
2200,2200,84,3,,bike
2201,2201,1,5,,Van
2202,2202,296,3,,Rickshaw
2203,2203,161,3,,bike
2204,2204,89,4,,Van
2205,2205,143,3,,Rickshaw
2206,2206,20,3,,bike
2207,2207,291,5,,Van
2208,2208,149,4,,Rickshaw
2209,2209,108,4,,bike
2210,2210,217,4,,Van
2211,2211,226,3,,Rickshaw
2212,2212,144,4,,bike
2213,2213,292,5,,Van
2214,2214,108,5,,Rickshaw
2215,2215,50,4,,bike
2216,2216,242,3,,Van
2217,2217,146,3,,Rickshaw
2218,2218,179,3,,bike
2219,2219,294,3,,Van
2220,2220,285,5,,Rickshaw
2221,2221,13,5,,bike
2222,2222,291,4,,Van
2223,2223,120,4,,Rickshaw
2224,2224,197,5,,bike
2225,2225,265,5,,Van
2226,2226,126,4,,Rickshaw
2227,2227,221,3,,bike
2228,2228,217,4,,Van
2229,2229,280,5,,Rickshaw
2230,2230,232,4,,bike
2231,2231,27,3,,Van
2232,2232,61,3,,Rickshaw
2233,2233,138,3,,bike
2234,2234,230,5,,Van
2235,2235,208,5,,Rickshaw
2236,2236,168,4,,bike
2237,2237,123,5,,Van
2238,2238,2,5,,Rickshaw
2239,2239,103,4,,bike
2240,2240,47,3,,Van
2241,2241,181,4,,Rickshaw
2242,2242,48,4,,bike
2243,2243,175,4,,Van
2244,2244,30,3,,Rickshaw
2245,2245,95,3,,bike
2246,2246,8,5,,Van
2247,2247,231,3,,Rickshaw
2248,2248,28,4,,bike
2249,2249,134,4,,Van
2250,2250,31,5,,Rickshaw
2251,2251,68,5,,bike
2252,2252,194,5,,Van
2253,2253,60,3,,Rickshaw
2254,2254,114,5,,bike
2255,2255,26,4,,Van
2256,2256,287,3,,Rickshaw
2257,2257,264,4,,bike
2258,2258,158,4,,Van
2259,2259,106,4,,Rickshaw
2260,2260,102,4,,bike
2261,2261,28,5,,Van
2262,2262,259,3,,Rickshaw
2263,2263,290,5,,bike
2264,2264,87,4,,Van
2265,2265,273,3,,Rickshaw
2266,2266,149,4,,bike
2267,2267,141,3,,Van
2268,2268,189,4,,Rickshaw
2269,2269,200,3,,bike
2270,2270,103,4,,Van
2271,2271,164,4,,Rickshaw
2272,2272,76,3,,bike
2273,2273,297,5,,Van
2274,2274,261,3,,Rickshaw
2275,2275,266,5,,bike
2276,2276,115,3,,Van
2277,2277,68,3,,Rickshaw
2278,2278,165,5,,bike
2279,2279,53,4,,Van
2280,2280,163,3,,Rickshaw
2281,2281,263,5,,bike
2282,2282,170,4,,Van
2283,2283,77,5,,Rickshaw
2284,2284,196,5,,bike
2285,2285,256,5,,Van
2286,2286,232,4,,Rickshaw
2287,2287,201,5,,bike
2288,2288,70,4,,Van
2289,2289,175,5,,Rickshaw
2290,2290,245,4,,bike
2291,2291,223,4,,Van
2292,2292,33,4,,Rickshaw
2293,2293,40,5,,bike
2294,2294,145,3,,Van
2295,2295,152,5,,Rickshaw
2296,2296,36,5,,bike
2297,2297,204,5,,Van
2298,2298,80,3,,Rickshaw
2299,2299,54,5,,bike
2300,2300,253,3,,Van
2301,2301,254,3,,Rickshaw
2302,2302,189,3,,bike
2303,2303,156,4,,Van
2304,2304,28,3,,Rickshaw
2305,2305,99,3,,bike
2306,2306,243,4,,Van
2307,2307,135,5,,Rickshaw
2308,2308,95,3,,bike
2309,2309,56,3,,Van
2310,2310,45,4,,Rickshaw
2311,2311,135,3,,bike
2312,2312,38,5,,Van
2313,2313,216,5,,Rickshaw
2314,2314,219,5,,bike
2315,2315,255,3,,Van
2316,2316,196,4,,Rickshaw
2317,2317,85,3,,bike
2318,2318,173,5,,Van
2319,2319,164,3,,Rickshaw
2320,2320,289,5,,bike
2321,2321,3,5,,Van
2322,2322,96,5,,Rickshaw
2323,2323,151,3,,bike
2324,2324,202,3,,Van
2325,2325,102,5,,Rickshaw
2326,2326,63,5,,bike
2327,2327,105,4,,Van
2328,2328,182,3,,Rickshaw
2329,2329,140,5,,bike
2330,2330,51,4,,Van
2331,2331,250,5,,Rickshaw
2332,2332,143,4,,bike
2333,2333,81,3,,Van
2334,2334,200,4,,Rickshaw
2335,2335,246,5,,bike
2336,2336,253,3,,Van
2337,2337,103,5,,Rickshaw
2338,2338,86,4,,bike
2339,2339,50,4,,Van
2340,2340,170,3,,Rickshaw
2341,2341,27,5,,bike
2342,2342,213,5,,Van
2343,2343,178,3,,Rickshaw
2344,2344,25,4,,bike
2345,2345,130,3,,Van
2346,2346,30,3,,Rickshaw
2347,2347,197,5,,bike
2348,2348,33,3,,Van
2349,2349,106,4,,Rickshaw
2350,2350,247,3,,bike
2351,2351,157,3,,Van
2352,2352,157,4,,Rickshaw
2353,2353,50,4,,bike
2354,2354,238,4,,Van
2355,2355,140,3,,Rickshaw
2356,2356,94,3,,bike
2357,2357,23,3,,Van
2358,2358,238,5,,Rickshaw
2359,2359,14,4,,bike
2360,2360,191,4,,Van
2361,2361,91,4,,Rickshaw
2362,2362,96,5,,bike
2363,2363,95,5,,Van
2364,2364,292,4,,Rickshaw
2365,2365,7,5,,bike
2366,2366,30,5,,Van
2367,2367,147,3,,Rickshaw
2368,2368,14,3,,bike
2369,2369,6,4,,Van
2370,2370,76,3,,Rickshaw
2371,2371,99,3,,bike
2372,2372,190,5,,Van
2373,2373,256,4,,Rickshaw
2374,2374,70,5,,bike
2375,2375,13,4,,Van
2376,2376,168,4,,Rickshaw
2377,2377,17,4,,bike
2378,2378,239,5,,Van
2379,2379,251,4,,Rickshaw
2380,2380,81,4,,bike
2381,2381,96,4,,Van
2382,2382,74,5,,Rickshaw
2383,2383,250,5,,bike
2384,2384,214,4,,Van
2385,2385,172,4,,Rickshaw
2386,2386,249,3,,bike
2387,2387,20,5,,Van
2388,2388,258,3,,Rickshaw
2389,2389,219,4,,bike
2390,2390,61,5,,Van
2391,2391,82,5,,Rickshaw
2392,2392,118,3,,bike
2393,2393,113,5,,Van
2394,2394,226,5,,Rickshaw
2395,2395,239,4,,bike
2396,2396,147,5,,Van
2397,2397,71,5,,Rickshaw
2398,2398,212,4,,bike
2399,2399,157,3,,Van
2400,2400,216,5,,Rickshaw
2401,2401,37,5,,bike
2402,2402,224,4,,Van
2403,2403,197,4,,Rickshaw
2404,2404,179,5,,bike
2405,2405,88,4,,Van
2406,2406,183,5,,Rickshaw
2407,2407,38,5,,bike
2408,2408,87,5,,Van
2409,2409,212,5,,Rickshaw
2410,2410,63,5,,bike
2411,2411,162,4,,Van
2412,2412,12,3,,Rickshaw
2413,2413,163,4,,bike
2414,2414,132,3,,Van
2415,2415,28,4,,Rickshaw
2416,2416,113,5,,bike
2417,2417,188,5,,Van
2418,2418,82,3,,Rickshaw
2419,2419,277,4,,bike
2420,2420,163,5,,Van
2421,2421,23,3,,Rickshaw
2422,2422,233,4,,bike
2423,2423,198,3,,Van
2424,2424,231,4,,Rickshaw
2425,2425,297,3,,bike
2426,2426,45,3,,Van
2427,2427,275,4,,Rickshaw
2428,2428,216,5,,bike
2429,2429,264,4,,Van
2430,2430,260,4,,Rickshaw
2431,2431,224,5,,bike
2432,2432,216,3,,Van
2433,2433,148,3,,Rickshaw
2434,2434,139,4,,bike
2435,2435,214,3,,Van
2436,2436,124,5,,Rickshaw
2437,2437,71,5,,bike
2438,2438,106,4,,Van
2439,2439,141,5,,Rickshaw
2440,2440,155,3,,bike
2441,2441,195,4,,Van
2442,2442,197,5,,Rickshaw
2443,2443,70,4,,bike
2444,2444,24,3,,Van
2445,2445,148,5,,Rickshaw
2446,2446,248,4,,bike
2447,2447,127,3,,Van
2448,2448,147,4,,Rickshaw
2449,2449,87,3,,bike
2450,2450,295,4,,Van
2451,2451,247,5,,Rickshaw
2452,2452,268,4,,bike
2453,2453,12,3,,Van
2454,2454,150,3,,Rickshaw
2455,2455,71,4,,bike
2456,2456,11,5,,Van
2457,2457,263,4,,Rickshaw
2458,2458,160,5,,bike
2459,2459,88,4,,Van
2460,2460,2,4,,Rickshaw
2461,2461,172,4,,bike
2462,2462,197,5,,Van
2463,2463,185,3,,Rickshaw
2464,2464,161,3,,bike
2465,2465,216,4,,Van
2466,2466,296,5,,Rickshaw
2467,2467,51,3,,bike
2468,2468,28,4,,Van
2469,2469,93,3,,Rickshaw
2470,2470,59,4,,bike
2471,2471,108,3,,Van
2472,2472,223,5,,Rickshaw
2473,2473,286,5,,bike
2474,2474,66,5,,Van
2475,2475,170,5,,Rickshaw
2476,2476,75,4,,bike
2477,2477,292,3,,Van
2478,2478,214,5,,Rickshaw
2479,2479,4,4,,bike
2480,2480,222,3,,Van
2481,2481,20,4,,Rickshaw
2482,2482,254,3,,bike
2483,2483,222,3,,Van
2484,2484,163,5,,Rickshaw
2485,2485,41,5,,bike
2486,2486,107,3,,Van
2487,2487,211,3,,Rickshaw
2488,2488,124,5,,bike
2489,2489,167,5,,Van
2490,2490,201,4,,Rickshaw
2491,2491,15,5,,bike
2492,2492,294,4,,Van
2493,2493,297,3,,Rickshaw
2494,2494,101,3,,bike
2495,2495,256,5,,Van
2496,2496,220,4,,Rickshaw
2497,2497,20,3,,bike
2498,2498,69,3,,Van
2499,2499,156,3,,Rickshaw
2500,2500,30,5,,bike
2501,2501,132,3,,Van
2502,2502,68,3,,Rickshaw
2503,2503,293,3,,bike
2504,2504,99,5,,Van
2505,2505,256,5,,Rickshaw
2506,2506,181,4,,bike
2507,2507,294,4,,Van
2508,2508,108,3,,Rickshaw
2509,2509,138,4,,bike
2510,2510,58,5,,Van
2511,2511,137,4,,Rickshaw
2512,2512,287,4,,bike
2513,2513,216,5,,Van
2514,2514,204,5,,Rickshaw
2515,2515,104,5,,bike
2516,2516,43,5,,Van
2517,2517,50,5,,Rickshaw
2518,2518,157,4,,bike
2519,2519,185,5,,Van
2520,2520,31,3,,Rickshaw
2521,2521,198,4,,bike
2522,2522,188,5,,Van
2523,2523,203,4,,Rickshaw
2524,2524,293,4,,bike
2525,2525,222,4,,Van
2526,2526,45,3,,Rickshaw
2527,2527,263,5,,bike
2528,2528,203,5,,Van
2529,2529,68,3,,Rickshaw
2530,2530,159,5,,bike
2531,2531,14,5,,Van
2532,2532,58,5,,Rickshaw
2533,2533,72,4,,bike
2534,2534,233,5,,Van
2535,2535,149,5,,Rickshaw
2536,2536,279,3,,bike
2537,2537,270,4,,Van
2538,2538,268,5,,Rickshaw
2539,2539,184,3,,bike
2540,2540,149,3,,Van
2541,2541,210,3,,Rickshaw
2542,2542,33,4,,bike
2543,2543,85,5,,Van
2544,2544,220,5,,Rickshaw
2545,2545,213,3,,bike
2546,2546,207,5,,Van
2547,2547,283,4,,Rickshaw
2548,2548,202,3,,bike
2549,2549,99,3,,Van
2550,2550,116,5,,Rickshaw
2551,2551,276,4,,bike
2552,2552,22,4,,Van
2553,2553,281,4,,Rickshaw
2554,2554,134,5,,bike
2555,2555,1,4,,Van
2556,2556,180,3,,Rickshaw
2557,2557,129,5,,bike
2558,2558,249,4,,Van
2559,2559,189,3,,Rickshaw
2560,2560,97,3,,bike
2561,2561,187,5,,Van
2562,2562,122,4,,Rickshaw
2563,2563,199,3,,bike
2564,2564,258,5,,Van
2565,2565,176,3,,Rickshaw
2566,2566,240,3,,bike
2567,2567,156,4,,Van
2568,2568,13,3,,Rickshaw
2569,2569,295,5,,bike
2570,2570,203,5,,Van
2571,2571,133,3,,Rickshaw
2572,2572,293,4,,bike
2573,2573,144,3,,Van
2574,2574,97,3,,Rickshaw
2575,2575,264,3,,bike
2576,2576,107,5,,Van
2577,2577,232,4,,Rickshaw
2578,2578,256,3,,bike
2579,2579,47,4,,Van
2580,2580,229,3,,Rickshaw
2581,2581,279,5,,bike
2582,2582,208,4,,Van
2583,2583,276,5,,Rickshaw
2584,2584,62,3,,bike
2585,2585,264,3,,Van
2586,2586,181,3,,Rickshaw
2587,2587,225,3,,bike
2588,2588,1,3,,Van
2589,2589,61,3,,Rickshaw
2590,2590,190,3,,bike
2591,2591,41,5,,Van
2592,2592,103,3,,Rickshaw
2593,2593,248,5,,bike
2594,2594,173,4,,Van
2595,2595,159,3,,Rickshaw
2596,2596,251,4,,bike
2597,2597,139,3,,Van
2598,2598,9,3,,Rickshaw
2599,2599,275,4,,bike
2600,2600,196,3,,Van
2601,2601,175,4,,Rickshaw
2602,2602,179,5,,bike
2603,2603,137,3,,Van
2604,2604,28,3,,Rickshaw
2605,2605,19,4,,bike
2606,2606,270,4,,Van
2607,2607,55,4,,Rickshaw
2608,2608,56,5,,bike
2609,2609,225,3,,Van
2610,2610,108,4,,Rickshaw
2611,2611,45,5,,bike
2612,2612,165,4,,Van
2613,2613,282,4,,Rickshaw
2614,2614,145,4,,bike
2615,2615,39,4,,Van
2616,2616,193,4,,Rickshaw
2617,2617,130,5,,bike
2618,2618,105,4,,Van
2619,2619,23,3,,Rickshaw
2620,2620,36,5,,bike
2621,2621,139,5,,Van
2622,2622,238,4,,Rickshaw
2623,2623,26,4,,bike
2624,2624,159,3,,Van
2625,2625,71,4,,Rickshaw
2626,2626,270,4,,bike
2627,2627,156,3,,Van
2628,2628,101,4,,Rickshaw
2629,2629,35,3,,bike
2630,2630,145,5,,Van
2631,2631,161,4,,Rickshaw
2632,2632,63,3,,bike
2633,2633,264,3,,Van
2634,2634,74,3,,Rickshaw
2635,2635,154,4,,bike
2636,2636,29,4,,Van
2637,2637,200,5,,Rickshaw
2638,2638,127,4,,bike
2639,2639,196,4,,Van
2640,2640,201,4,,Rickshaw
2641,2641,191,3,,bike
2642,2642,29,5,,Van
2643,2643,109,3,,Rickshaw
2644,2644,269,5,,bike
2645,2645,92,3,,Van
2646,2646,65,4,,Rickshaw
2647,2647,298,5,,bike
2648,2648,31,5,,Van
2649,2649,192,4,,Rickshaw
2650,2650,167,3,,bike
2651,2651,178,5,,Van
2652,2652,103,4,,Rickshaw
2653,2653,177,5,,bike
2654,2654,260,4,,Van
2655,2655,250,4,,Rickshaw
2656,2656,189,3,,bike
2657,2657,64,3,,Van
2658,2658,279,4,,Rickshaw
2659,2659,94,5,,bike
2660,2660,86,4,,Van
2661,2661,280,4,,Rickshaw
2662,2662,132,4,,bike
2663,2663,120,4,,Van
2664,2664,20,4,,Rickshaw
2665,2665,29,5,,bike
2666,2666,159,3,,Van
2667,2667,273,5,,Rickshaw
2668,2668,209,3,,bike
2669,2669,57,4,,Van
2670,2670,295,5,,Rickshaw
2671,2671,193,5,,bike
2672,2672,180,4,,Van
2673,2673,10,4,,Rickshaw
2674,2674,215,5,,bike
2675,2675,32,3,,Van
2676,2676,200,4,,Rickshaw
2677,2677,144,4,,bike
2678,2678,291,3,,Van
2679,2679,106,4,,Rickshaw
2680,2680,114,4,,bike
2681,2681,37,3,,Van
2682,2682,284,5,,Rickshaw
2683,2683,55,4,,bike
2684,2684,88,3,,Van
2685,2685,175,5,,Rickshaw
2686,2686,69,4,,bike
2687,2687,127,5,,Van
2688,2688,62,4,,Rickshaw
2689,2689,93,3,,bike
2690,2690,260,3,,Van
2691,2691,197,5,,Rickshaw
2692,2692,267,5,,bike
2693,2693,298,4,,Van
2694,2694,291,3,,Rickshaw
2695,2695,280,3,,bike
2696,2696,20,4,,Van
2697,2697,173,3,,Rickshaw
2698,2698,36,3,,bike
2699,2699,266,3,,Van
2700,2700,57,3,,Rickshaw
2701,2701,37,5,,bike
2702,2702,205,3,,Van
2703,2703,237,3,,Rickshaw
2704,2704,255,4,,bike
2705,2705,42,3,,Van
2706,2706,182,3,,Rickshaw
2707,2707,177,5,,bike
2708,2708,82,4,,Van
2709,2709,149,4,,Rickshaw
2710,2710,238,4,,bike
2711,2711,212,3,,Van
2712,2712,246,4,,Rickshaw
2713,2713,87,5,,bike
2714,2714,225,5,,Van
2715,2715,68,4,,Rickshaw
2716,2716,139,3,,bike
2717,2717,107,3,,Van
2718,2718,28,3,,Rickshaw
2719,2719,203,3,,bike
2720,2720,272,5,,Van
2721,2721,38,5,,Rickshaw
2722,2722,54,4,,bike
2723,2723,196,4,,Van
2724,2724,81,5,,Rickshaw
2725,2725,74,5,,bike
2726,2726,299,4,,Van
2727,2727,156,3,,Rickshaw
2728,2728,193,4,,bike
2729,2729,65,5,,Van
2730,2730,216,4,,Rickshaw
2731,2731,170,3,,bike
2732,2732,79,3,,Van
2733,2733,141,3,,Rickshaw
2734,2734,218,5,,bike
2735,2735,105,5,,Van
2736,2736,58,4,,Rickshaw
2737,2737,198,5,,bike
2738,2738,8,5,,Van
2739,2739,184,4,,Rickshaw
2740,2740,88,3,,bike
2741,2741,104,4,,Van
2742,2742,231,4,,Rickshaw
2743,2743,43,4,,bike
2744,2744,81,3,,Van
2745,2745,79,3,,Rickshaw
2746,2746,56,5,,bike
2747,2747,256,3,,Van
2748,2748,60,4,,Rickshaw
2749,2749,57,4,,bike
2750,2750,211,5,,Van
2751,2751,162,5,,Rickshaw
2752,2752,34,5,,bike
2753,2753,163,3,,Van
2754,2754,118,5,,Rickshaw
2755,2755,23,4,,bike
2756,2756,283,3,,Van
2757,2757,89,4,,Rickshaw
2758,2758,111,4,,bike
2759,2759,286,4,,Van
2760,2760,279,4,,Rickshaw
2761,2761,165,5,,bike
2762,2762,40,3,,Van
2763,2763,104,5,,Rickshaw
2764,2764,45,4,,bike
2765,2765,277,3,,Van
2766,2766,137,4,,Rickshaw
2767,2767,294,3,,bike
2768,2768,284,4,,Van
2769,2769,278,3,,Rickshaw
2770,2770,284,4,,bike
2771,2771,146,4,,Van
2772,2772,210,3,,Rickshaw
2773,2773,285,5,,bike
2774,2774,153,3,,Van
2775,2775,295,5,,Rickshaw
2776,2776,18,3,,bike
2777,2777,61,3,,Van
2778,2778,218,5,,Rickshaw
2779,2779,95,4,,bike
2780,2780,218,3,,Van
2781,2781,4,5,,Rickshaw
2782,2782,39,4,,bike
2783,2783,224,5,,Van
2784,2784,237,5,,Rickshaw
2785,2785,192,5,,bike
2786,2786,2,4,,Van
2787,2787,64,5,,Rickshaw
2788,2788,213,4,,bike
2789,2789,144,5,,Van
2790,2790,258,4,,Rickshaw
2791,2791,209,4,,bike
2792,2792,271,4,,Van
2793,2793,129,5,,Rickshaw
2794,2794,93,3,,bike
2795,2795,3,5,,Van
2796,2796,111,5,,Rickshaw
2797,2797,145,5,,bike
2798,2798,182,3,,Van
2799,2799,57,5,,Rickshaw
2800,2800,77,3,,bike
2801,2801,109,3,,Van
2802,2802,143,3,,Rickshaw
2803,2803,98,4,,bike
2804,2804,292,3,,Van
2805,2805,277,3,,Rickshaw
2806,2806,99,4,,bike
2807,2807,130,5,,Van
2808,2808,50,3,,Rickshaw
2809,2809,128,3,,bike
2810,2810,85,4,,Van
2811,2811,56,3,,Rickshaw
2812,2812,9,5,,bike
2813,2813,192,5,,Van
2814,2814,14,5,,Rickshaw
2815,2815,198,3,,bike
2816,2816,101,4,,Van
2817,2817,281,3,,Rickshaw
2818,2818,13,5,,bike
2819,2819,183,3,,Van
2820,2820,65,5,,Rickshaw
2821,2821,124,5,,bike
2822,2822,201,5,,Van
2823,2823,151,3,,Rickshaw
2824,2824,206,3,,bike
2825,2825,276,5,,Van
2826,2826,11,5,,Rickshaw
2827,2827,91,4,,bike
2828,2828,217,3,,Van
2829,2829,154,5,,Rickshaw
2830,2830,235,4,,bike
2831,2831,291,5,,Van
2832,2832,192,4,,Rickshaw
2833,2833,8,3,,bike
2834,2834,215,4,,Van
2835,2835,1,5,,Rickshaw
2836,2836,228,3,,bike
2837,2837,252,5,,Van
2838,2838,7,4,,Rickshaw
2839,2839,256,4,,bike
2840,2840,174,3,,Van
2841,2841,158,5,,Rickshaw
2842,2842,300,5,,bike
2843,2843,152,3,,Van
2844,2844,24,4,,Rickshaw
2845,2845,106,3,,bike
2846,2846,175,3,,Van
2847,2847,59,5,,Rickshaw
2848,2848,251,3,,bike
2849,2849,244,4,,Van
2850,2850,33,3,,Rickshaw
2851,2851,271,3,,bike
2852,2852,12,4,,Van
2853,2853,130,4,,Rickshaw
2854,2854,1,4,,bike
2855,2855,173,3,,Van
2856,2856,25,3,,Rickshaw
2857,2857,179,3,,bike
2858,2858,71,5,,Van
2859,2859,127,4,,Rickshaw
2860,2860,155,4,,bike
2861,2861,259,4,,Van
